Auction Title ,Auction ID,Department ,Close Date ,Winning Bid ,CC Fee,Fee Percent,Auction Fee Subtotal,Auction Fee Total,Pay Status ,Paid Date ,Asset #,Inventory ID,Decal /Vehicle ID,VTR Number,Receipt Number ,Cap,Expenses,Net Sales,Fund,Business Unit
Display Case,86739,PUBLIC LIBRARY,02/17/2015,$21.00,$0.48,0.23,$4.83,$4.83,Successful,02/23/2015,,90797,,,3635538881,$3000,$0.00,$16.17,General Fund,0
Dell Laptop,86742,PARKS,02/17/2015,$21.00,$0.48,0.23,$4.83,$4.83,Successful,02/18/2015,,71696,,,3635236635,$3000,$0.00,$16.17,General Fund,0
Dell Laptop,86743,JIS,02/17/2015,$7.50,$0.17,0.23,$1.73,$1.73,Successful,02/17/2015,,77939,,,3635153393,$3000,$0.00,$5.78,General Fund,0
Dell Laptop,86744,JIS,02/17/2015,$15.00,$0.34,0.23,$3.45,$3.45,Successful,02/17/2015,,77938,,,3635153998,$3000,$0.00,$11.55,General Fund,0
Dell Laptop,86745,JIS,02/17/2015,$21.00,$0.48,0.23,$4.83,$4.83,Successful,02/17/2015,,77937,,,3635153170,$3000,$0.00,$16.17,General Fund,0
Dell Laptop,86746,JIS,02/17/2015,$21.00,$0.48,0.23,$4.83,$4.83,Successful,02/18/2015,,77935,,,3635236645,$3000,$0.00,$16.17,General Fund,0
NEC UP,86748,POLICE DEPARTMENT,02/17/2015,$32.00,$0.74,0.23,$7.36,$7.36,Successful,02/25/2015,,89174,,,3635678101,$3000,$0.00,$24.64,General Fund,0
NEC UP,86749,POLICE DEPARTMENT,02/17/2015,$32.00,$0.74,0.23,$7.36,$7.36,Successful,02/25/2015,,89175,,,3635678154,$3000,$0.00,$24.64,General Fund,0
Server Rack,86750,POLICE DEPARTMENT,02/17/2015,$52.13,$1.20,0.23,$11.99,$11.99,Successful,02/25/2015,,89166,,,3635678201,$3000,$0.00,$40.14,General Fund,0
Finger Print Processor,86751,POLICE DEPARTMENT,02/17/2015,$32.00,$0.74,0.23,$7.36,$7.36,Successful,02/25/2015,,89173,,,3635678256,$3000,$0.00,$24.64,General Fund,0
Dell Printer,86752,ITS,02/17/2015,$23.00,$0.53,0.23,$5.29,$5.29,Successful,02/17/2015,,89806,,,3635174495,$3000,$0.00,$17.71,General Fund,0
HP Office Jet Pro 8500,86754,POLICE DEPARTMENT,02/17/2015,$35.01,$0.81,0.23,$8.05,$8.05,Successful,02/20/2015,,82913,,,3635408710,$3000,$0.00,$26.96,General Fund,0
HP Office Jet 9130,86755,POLICE DEPARTMENT,02/17/2015,$23.00,$0.53,0.23,$5.29,$5.29,Successful,02/17/2015,,82898,,,3635155593,$3000,$0.00,$17.71,General Fund,0
10 Printers,86756,POLICE DEPARTMENT,02/17/2015,$26.50,$0.00,0.23,$6.10,$6.10,Successful,02/19/2015,,"82900, 82902, 82904, 82905, 82911, 82912, 82930, 82932, 82933, 82934",,,Money Order,$3000,$0.00,$20.41,General Fund,0
2008 Honda CBR1000,86757,DRUG TASK FORCE,02/17/2015,$3725.00,$0.00,0.23,$856.75,$856.75,Successful,02/24/2015,,TF-323-002,TF-323-002,,Cashiers Check,$3000,$0.00,$2868.25,Enterprise,0
2006 Infiniti G35,86758,DRUG TASK FORCE,02/17/2015,$5725.00,$131.68,0.23,$1316.75,$1316.75,Successful,02/17/2015,,TF-323-004,,910121,3635145052,$3000,$0.00,$4408.25,Enterprise,0
1999 Mercedes Benz CLK320 Convertible,86760,POLICE STATE DRUG FUND,02/17/2015,$1925.00,$44.28,0.23,$442.75,$442.75,Successful,02/17/2015,,,,1075514,3635167470,$3000,$145.00,$1337.25,Enterprise,0
2000 Honda Civic,86761,POLICE STATE DRUG FUND,02/17/2015,$1055.00,$0.00,0.23,$242.65,$242.65,Successful,02/19/2015,,,,144778,Cashiers Check,$3000,$135.00,$677.35,Enterprise,0
2005 Toyota Solara,86762,POLICE STATE DRUG FUND,02/17/2015,$4200.01,$0.00,0.23,$966.00,$966.00,Successful,02/19/2015,,,,1053646,Cashiers Check,$3000,$145.00,$3089.01,Enterprise,0
1999 Toyota Corolla,86763,POLICE STATE DRUG FUND,02/17/2015,$940.00,$0.00,0.23,$216.20,$216.20,Successful,02/19/2015,,,,1053895,Cashiers Check,$3000,$135.00,$588.80,Enterprise,0
2002 Ford Focus,86764,POLICE STATE DRUG FUND,02/17/2015,$1900.00,$0.00,0.23,$437.00,$437.00,Successful,02/19/2015,,,,120032,Cashiers Check,$3000,$145.00,$1318.00,Enterprise,0
2008 Chevrolet Impala,86766,OFM-POLICE,02/17/2015,$3500.01,$0.00,0.23,$805.00,$805.00,Successful,02/19/2015,80002186,,1458 JG,,Cashiers Check,$3000,$0.00,$2695.01,Enterprise,0
2001 Chevrolet Impala,86767,OFM-POLICE,02/17/2015,$1625.00,$0.00,0.23,$373.75,$373.75,Successful,02/20/2015,224524,,P 7058 AJ,,Cashiers Check,$3000,$0.00,$1251.25,Enterprise,0
2009 Chevrolet Impala,86768,OFM-POLICE,02/17/2015,$1726.00,$0.00,0.23,$396.98,$396.98,Successful,02/19/2015,80013718,,1932 JI,,Money Order,$3000,$0.00,$1329.02,Enterprise,0
2005 Chevrolet Impala,86769,OFM-SHERIFF,02/17/2015,$875.00,$20.12,0.23,$201.25,$201.25,Successful,02/23/2015,80003485,,P 3101 AN,,3635531013,$3000,$0.00,$673.75,Enterprise,0
2003 New Holland LB75.B Backhoe,86770,OFM-WATER SERVICES,02/17/2015,$2041.00,$46.94,0.23,$469.43,$469.43,Successful,02/21/2015,80000609,,31A 4390,,3635420412,$3000,$0.00,$1571.57,Enterprise,0
1997 Gradall XL4100,86771,OFM-PUBLIC WORKS,02/17/2015,$3325.00,$76.48,0.23,$764.75,$764.75,Successful,02/18/2015,215574,,08L 5777,,3635229498,$3000,$0.00,$2560.25,Enterprise,0
2000 International 4900 Flat Bed,86772,OFM-PUBLIC WORKS,02/17/2015,$4125.00,$0.00,0.23,$948.75,$948.75,Successful,02/19/2015,220848,,08C 5603,,Cashiers Check,$3000,$0.00,$3176.25,Enterprise,0
2003 Freightliner FL80 Dump Truck,86773,OFM-WATER SERVICES,02/17/2015,$3000.01,$0.00,0.23,$690.00,$690.00,Successful,02/23/2015,80000595,,31A 4382,,Cashiers Check,$3000,$0.00,$2310.01,Enterprise,0
"Samsung 21"" Flat Screen Monitor",86775,ITS,02/18/2015,$21.00,$0.48,0.23,$4.83,$4.83,Successful,02/18/2015,,89845,,,3635248948,$3000,$0.00,$16.17,General Fund,0
Telephones,86776,ITS,02/18/2015,$135.00,$3.10,0.23,$31.05,$31.05,Successful,02/18/2015,,"91047, 91048",,,3635211276,$3000,$0.00,$103.95,General Fund,0
Dell Laptop,86782,ITS,02/18/2015,$25.00,$0.58,0.23,$5.75,$5.75,Successful,02/23/2015,,70058,,,3635538885,$3000,$0.00,$19.25,General Fund,0
Dell Computer,86789,SURPLUS WAREHOUSE,02/18/2015,$73.00,$1.68,0.23,$16.79,$16.79,Successful,02/18/2015,,90182,,,3635226496,$3000,$0.00,$56.21,General Fund,0
Magic Chef Refrigerator,86790,SURPLUS WAREHOUSE,02/18/2015,$47.00,$0.00,0.23,$10.81,$10.81,Successful,02/25/2015,,90106,,,Money Order,$3000,$0.00,$36.19,General Fund,0
Magic Chef Refrigerator,86791,SURPLUS WAREHOUSE,02/18/2015,$42.00,$0.00,0.23,$9.66,$9.66,Successful,02/25/2015,,90105,,,Money Order,$3000,$0.00,$32.34,General Fund,0
Admiral Refrigerator,86792,HEALTH,02/18/2015,$42.00,$0.00,0.23,$9.66,$9.66,Successful,02/25/2015,,91095,,,Money Order,$3000,$0.00,$32.34,General Fund,0
Auto Parts,86793,OFM,02/18/2015,$35.00,$0.80,0.23,$8.05,$8.05,Successful,02/26/2015,,OFM-90747,,,3635814759,$3000,$0.00,$26.95,Enterprise,0
Lights & Assorted Parts,86794,OFM,02/18/2015,$130.00,$2.99,0.23,$29.90,$29.90,Successful,02/18/2015,,OFM-90746,,,3635222713,$3000,$0.00,$100.10,Enterprise,0
2 GM Transmissions,86795,OFM,02/18/2015,$62.00,$1.43,0.23,$14.26,$14.26,Successful,02/19/2015,,OFM-90748,,,3635277843,$3000,$0.00,$47.74,Enterprise,0
Blue Lights,86796,OFM,02/18/2015,$205.00,$4.72,0.23,$47.15,$47.15,Successful,02/23/2015,,OFM-90745,,,3635534917,$3000,$0.00,$157.85,Enterprise,0
Assorted Tools,86799,SCHOOL BOARD WAREHOUSE,02/19/2015,$37.00,$0.85,0.23,$8.51,$8.51,Successful,02/19/2015,,SBS-7275,,,3635312144,$3000,$0.00,$28.49,Enterprise,0
2 Desks,86800,SCHOOL BOARD WAREHOUSE,02/19/2015,$32.13,$0.74,0.23,$7.39,$7.39,Successful,02/19/2015,,SBS-7281,,,3635292291,$3000,$0.00,$24.74,Enterprise,0
Fire Alarm System Equipment,86802,SCHOOL BOARD WAREHOUSE,02/19/2015,$258.00,$5.93,0.23,$59.34,$59.34,Successful,02/23/2015,,SBS-7279B,,,3635513234,$3000,$0.00,$198.66,Enterprise,0
Fire Alarm System Equipment,86803,SCHOOL BOARD WAREHOUSE,02/19/2015,$258.00,$5.93,0.23,$59.34,$59.34,Successful,02/23/2015,,SBS-7279C,,,3635513249,$3000,$0.00,$198.66,Enterprise,0
Fire Alarm System Equipment,86804,SCHOOL BOARD WAREHOUSE,02/19/2015,$160.00,$3.68,0.23,$36.80,$36.80,Successful,02/23/2015,,SBS-7279D,,,3635513280,$3000,$0.00,$123.20,Enterprise,0
Assorted Fire/Electronic Equipment,86805,SCHOOL BOARD WAREHOUSE,02/19/2015,$304.00,$6.99,0.23,$69.92,$69.92,Successful,02/23/2015,,SBS-7279E,,,3635513295,$3000,$0.00,$234.08,Enterprise,0
Overhead Projector Parts,86806,SCHOOL BOARD WAREHOUSE,02/19/2015,$95.01,$2.19,0.23,$21.85,$21.85,Successful,02/23/2015,,SBS-7279F,,,3635513303,$3000,$0.00,$73.16,Enterprise,0
Assorted Electronics Equipment,86807,SCHOOL BOARD WAREHOUSE,02/19/2015,$250.00,$5.75,0.23,$57.50,$57.50,Successful,02/19/2015,,SBS-72796,,,3635286904,$3000,$0.00,$192.50,Enterprise,0
2 Trampolines,86808,SCHOOL BOARD WAREHOUSE,02/19/2015,$25.00,$0.00,0.23,$5.75,$5.75,Successful,02/19/2015,,SBS-7256,,,Cashiers Check,$3000,$0.00,$19.25,Enterprise,0
Assorted Equipment,86809,SCHOOL BOARD WAREHOUSE,02/19/2015,$21.00,$0.48,0.23,$4.83,$4.83,Successful,02/23/2015,,SBS-7282,,,3635577780,$3000,$0.00,$16.17,Enterprise,0
Stander,86813,SCHOOL BOARD WAREHOUSE,02/19/2015,$10.00,$0.23,0.23,$2.30,$2.30,Successful,02/21/2015,,SBS-7253,,,3635413380,$3000,$0.00,$7.70,Enterprise,0
Podium,86816,SCHOOL BOARD WAREHOUSE,02/19/2015,$50.01,$1.15,0.23,$11.50,$11.50,Successful,02/19/2015,,SBS-7278,,,3635327887,$3000,$0.00,$38.51,Enterprise,0
CardKey Electronic Card Readers,86818,GENERAL SERVICES,02/19/2015,$1081.23,$24.87,0.23,$248.68,$248.68,Successful,02/23/2015,,80098,,,3635513318,$3000,$0.00,$832.55,General Fund,0
Book Ends,86820,PUBLIC LIBRARY,02/19/2015,$41.00,$0.94,0.23,$9.43,$9.43,Successful,02/19/2015,,90807,,,3635291117,$3000,$0.00,$31.57,General Fund,0
Eagle Steam Table,86822,TENNESSEE STATE FAIR,02/19/2015,$205.00,$4.72,0.23,$47.15,$47.15,Successful,02/23/2015,,SF-88461,,,3635491337,$3000,$0.00,$157.85,Enterprise,0
"Sony 40"" Flat Screen Monitor",86823,CIRCUIT COURT CLERK,02/19/2015,$65.00,$1.50,0.23,$14.95,$14.95,Successful,02/19/2015,,89678,,,3635291529,$3000,$0.00,$50.05,General Fund,0
Telephones,86824,ITS,02/19/2015,$50.00,$1.15,0.23,$11.50,$11.50,Successful,02/23/2015,,91549,,,3635577715,$3000,$0.00,$38.50,General Fund,0
Large Mirror,86830,DRUG TASK FORCE,02/23/2015,$140.01,$3.22,0.23,$32.20,$32.20,Successful,02/26/2015,,TF-320-056,,,3635811058,$3000,$0.00,$107.81,Enterprise,0
Wall Decor,86831,DRUG TASK FORCE,02/23/2015,$100.01,$2.30,0.23,$23.00,$23.00,Successful,02/24/2015,,TF-320-059,,,3635643087,$3000,$0.00,$77.01,Enterprise,0
Small Table,86832,DRUG TASK FORCE,02/23/2015,$16.40,$0.38,0.23,$3.77,$3.77,Successful,02/26/2015,,TF-320-167,,,3635792740,$3000,$0.00,$12.63,Enterprise,0
Empire Paintball Gun,86835,DRUG TASK FORCE,02/23/2015,$340.00,$7.82,0.23,$78.20,$78.20,Successful,02/24/2015,,TF-320-043,,,3635596196,$3000,$0.00,$261.80,Enterprise,0
Empire Paintball Gun w/Case,86836,DRUG TASK FORCE,02/23/2015,$570.00,$13.11,0.23,$131.10,$131.10,Successful,02/24/2015,,TF-320-042,,,3635596198,$3000,$0.00,$438.90,Enterprise,0
Smart Parts Paintball Gun,86837,DRUG TASK FORCE,02/23/2015,$62.00,$1.43,0.23,$14.26,$14.26,Successful,02/23/2015,,TF-320-068,,,3635531607,$3000,$0.00,$47.74,Enterprise,0
G.I. Sportz Paint Balls,86838,DRUG TASK FORCE,02/23/2015,$16.00,$0.37,0.23,$3.68,$3.68,Successful,02/23/2015,,TF-320-041,,,3635531611,$3000,$0.00,$12.32,Enterprise,0
G.I. Sportz Paint Balls,86839,DRUG TASK FORCE,02/23/2015,$16.00,$0.37,0.23,$3.68,$3.68,Successful,02/23/2015,,TF-320-044,,,3635531616,$3000,$0.00,$12.32,Enterprise,0
LG Wireless Subwoofer,86840,DRUG TASK FORCE,02/23/2015,$13.00,$0.00,0.23,$2.99,$2.99,Successful,02/24/2015,,TF-320-006,,,Cashiers Check,$3000,$0.00,$10.01,Enterprise,0
Shelf,86843,DRUG TASK FORCE,02/23/2015,$27.00,$0.62,0.23,$6.21,$6.21,Successful,02/24/2015,,TF-320-013,,,3635643097,$3000,$0.00,$20.79,Enterprise,0
Willie Nelson Picture,86845,DRUG TASK FORCE,02/23/2015,$32.00,$0.74,0.23,$7.36,$7.36,Successful,02/23/2015,,TF-320-105,,,3635532916,$3000,$0.00,$24.64,Enterprise,0
Cabinet,86846,DRUG TASK FORCE,02/23/2015,$160.00,$3.68,0.23,$36.80,$36.80,Successful,02/27/2015,,TF-320-020,,,3635937933,$3000,$0.00,$123.20,Enterprise,0
TOA Amplifier,86851,PUBLIC LIBRARY,02/23/2015,$6.80,$0.16,0.23,$1.56,$1.56,Successful,02/23/2015,,89564,,,3635535709,$3000,$0.00,$5.24,General Fund,0
TOA Amplifier,86853,PUBLIC LIBRARY,02/23/2015,$4.00,$0.09,0.23,$0.92,$0.92,Successful,02/23/2015,,89558,,,3635535714,$3000,$0.00,$3.08,General Fund,0
"Dell 19"" Flat Screen Monitor",86856,WATER SERVICES,02/23/2015,$27.99,$0.64,0.23,$6.44,$6.44,Successful,02/23/2015,,WS-83687,,,3635537709,$3000,$0.00,$21.55,Enterprise,0
Office Electronics,86857,JUVENILE COURT,02/23/2015,$101.00,$2.32,0.23,$23.23,$23.23,Successful,02/26/2015,,"80545, 80546, 80522, 80518, 80519, 80544, 80543, 80517, 80523, 80521, 80520, 80527, 80524, 80530, 80532, 80528, 80529, 80534",,,3635815233,$3000,$0.00,$77.77,General Fund,0
AMP Tailgate Extension,86858,DRUG TASK FORCE,02/24/2015,$50.00,$1.15,0.23,$11.50,$11.50,Successful,02/26/2015,,TF-320-149,,,3635821829,$3000,$0.00,$38.50,Enterprise,0
End Table,86859,DRUG TASK FORCE,02/24/2015,$27.00,$0.62,0.23,$6.21,$6.21,Successful,02/24/2015,,TF320-073,,,3635641997,$3000,$0.00,$20.79,Enterprise,0
Brussel Trunk,86862,DRUG TASK FORCE,02/24/2015,$65.00,$1.50,0.23,$14.95,$14.95,Successful,02/24/2015,,TF-320-075,,,3635616615,$3000,$0.00,$50.05,Enterprise,0
Silverware Set,86863,DRUG TASK FORCE,02/24/2015,$31.07,$0.71,0.23,$7.15,$7.15,Successful,02/25/2015,,TF-320-160,,,3635731031,$3000,$0.00,$23.92,Enterprise,0
Table & 2 Chests,86865,DRUG TASK FORCE,02/24/2015,$50.00,$1.15,0.23,$11.50,$11.50,Successful,02/24/2015,,TF-320-123,,,3635617346,$3000,$0.00,$38.50,Enterprise,0
2 Owl Candles,86866,DRUG TASK FORCE,02/24/2015,$6.66,$0.15,0.23,$1.53,$1.53,Successful,02/24/2015,,TF-320-135A,,,3635630265,$3000,$0.00,$5.13,Enterprise,0
Wicker Basket,86871,DRUG TASK FORCE,02/24/2015,$7.60,$0.17,0.23,$1.75,$1.75,Successful,02/24/2015,,TF-320-135F,,,3635671194,$3000,$0.00,$5.85,Enterprise,0
Titan II Tripod,86874,DRUG TASK FORCE,02/24/2015,$11.00,$0.25,0.23,$2.53,$2.53,Successful,02/24/2015,,TF-320-137,,,3635645654,$3000,$0.00,$8.47,Enterprise,0
Echo Trimmer,86875,DRUG TASK FORCE,02/24/2015,$98.01,$2.25,0.23,$22.54,$22.54,Successful,02/24/2015,,TF-320-148,,,3635624064,$3000,$0.00,$75.47,Enterprise,0
Lamp,86877,DRUG TASK FORCE,02/24/2015,$18.15,$0.42,0.23,$4.17,$4.17,Successful,02/27/2015,,TF-320-118,,,3635866330,$3000,$0.00,$13.98,Enterprise,0
15 Dell Computers,86878,ITS,02/25/2015,$3025.00,$0.00,0.23,$695.75,$695.75,Successful,02/26/2015,,"88832, 88831, 88829, 88828, 88830, 88845, 88835, 88825, 88851, 88839, 88846, 88843, 88842, 88841, 88840",,,Cashiers Check,$3000,$0.00,$2329.25,General Fund,0
Dell Computer,86880,ITS,02/25/2015,$196.00,$0.00,0.23,$45.08,$45.08,Successful,02/26/2015,,88849,,,Cashiers Check,$3000,$0.00,$150.92,General Fund,0
Dell Computer,86881,ITS,02/25/2015,$205.00,$4.72,0.23,$47.15,$47.15,Successful,02/26/2015,,88827,,,3635793867,$3000,$0.00,$157.85,General Fund,0
Dell Computer,86882,ITS,02/25/2015,$200.01,$4.60,0.23,$46.00,$46.00,Successful,02/26/2015,,88850,,,3635793868,$3000,$0.00,$154.01,General Fund,0
Dell Computer,86884,ITS,02/25/2015,$228.00,$5.24,0.23,$52.44,$52.44,Successful,02/25/2015,,88837,,,3635759117,$3000,$0.00,$175.56,General Fund,0
Dell Computer,86885,ITS,02/25/2015,$228.00,$5.24,0.23,$52.44,$52.44,Successful,02/25/2015,,88844,,,3635759122,$3000,$0.00,$175.56,General Fund,0
Dell Computer,86887,ITS,02/25/2015,$238.00,$5.47,0.23,$54.74,$54.74,Successful,02/26/2015,,88826,,,3635795373,$3000,$0.00,$183.26,General Fund,0
Dell Computer,86891,ITS,02/25/2015,$170.00,$3.91,0.23,$39.10,$39.10,Successful,02/26/2015,,90662,,,3635795374,$3000,$0.00,$130.90,General Fund,0
Locker Unit,86893,ITS,02/25/2015,$155.00,$3.56,0.23,$35.65,$35.65,Successful,02/25/2015,,91099,,,3635736693,$3000,$0.00,$119.35,General Fund,0
Washing Machine,86894,HEALTH,02/25/2015,$67.98,$0.00,0.23,$15.64,$15.64,Successful,02/26/2015,,91190,,,Cashiers Check,$3000,$0.00,$52.34,General Fund,0
Copier,86895,HEALTH,02/25/2015,$27.00,$0.62,0.23,$6.21,$6.21,Successful,02/26/2015,,90049,,,3635813627,$3000,$0.00,$20.79,General Fund,0
3 Chairs,86896,HEALTH,02/25/2015,$27.00,$0.62,0.23,$6.21,$6.21,Successful,02/25/2015,,"91208, 91209, 91210",,,3635761624,$3000,$0.00,$20.79,General Fund,0
1998 GMC Sonoma,86899,SCHOOL BOARD,02/25/2015,$1150.01,$0.00,0.23,$264.50,$264.50,Successful,02/26/2015,44114,,M-512,,Cashiers Check,$3000,$0.00,$885.51,Enterprise,0
1995 Chevrolet Box Truck,86901,SCHOOL BOARD,02/25/2015,$3275.00,$0.00,0.23,$753.25,$753.25,Successful,02/26/2015,35071,,M-120,,Cashiers Check,$3000,$0.00,$2521.75,Enterprise,0
1995 GMC Grumman Workhorse,86903,SCHOOL BOARD,02/25/2015,$1325.00,$0.00,0.23,$304.75,$304.75,Successful,02/26/2015,35004,,M-115,,Cashiers Check,$3000,$0.00,$1020.25,Enterprise,0
1988 GMC Grumman Workhorse,86904,SCHOOL BOARD,02/25/2015,$1325.00,$0.00,0.23,$304.75,$304.75,Successful,02/26/2015,13747,,M-119,,Cashiers Check,$3000,$0.00,$1020.25,Enterprise,0
2003 Ford F-250,86907,SCHOOL BOARD,02/25/2015,$2244.00,$51.61,0.23,$516.12,$516.12,Successful,02/25/2015,228496,,M-607,,3635743571,$3000,$0.00,$1727.88,Enterprise,0
1998 GMC Safari,86908,SCHOOL BOARD,02/25/2015,$1099.01,$25.28,0.23,$252.77,$252.77,Successful,02/25/2015,21338,,IT-01,,3635749465,$3000,$0.00,$846.24,Enterprise,0
2003 Ford Explorer,86909,SCHOOL BOARD,02/25/2015,$800.01,$18.40,0.23,$184.00,$184.00,Successful,02/27/2015,228614,,SS-07,,3635928735,$3000,$0.00,$616.01,Enterprise,0
2 Cabinets,86914,SCHOOL BOARD WAREHOUSE,02/26/2015,$100.01,$2.30,0.23,$23.00,$23.00,Successful,02/26/2015,,SBS-7277B,,,3635817458,$3000,$0.00,$77.01,Enterprise,0
2 Cabinets,86915,SCHOOL BOARD WAREHOUSE,02/26/2015,$110.00,$2.53,0.23,$25.30,$25.30,Successful,02/27/2015,,SBS-7277C,,,3635963215,$3000,$0.00,$84.70,Enterprise,0
Cabinet,86916,SCHOOL BOARD WAREHOUSE,02/26/2015,$52.00,$1.20,0.23,$11.96,$11.96,Successful,02/26/2015,,SBS-7277D,,,3635817463,$3000,$0.00,$40.04,Enterprise,0
Toaster Oven,86917,SCHOOL BOARD WAREHOUSE,02/26/2015,$10.00,$0.00,0.23,$2.30,$2.30,Successful,02/26/2015,,SBS-7261,,,Cashiers Check,$3000,$0.00,$7.70,Enterprise,0
Welder,86920,SCHOOL BOARD WAREHOUSE,02/26/2015,$155.99,$3.59,0.23,$35.88,$35.88,Successful,02/26/2015,,SBS-7263C,,,3635819268,$3000,$0.00,$120.11,Enterprise,0
1 Pallet of Paint,86926,SCHOOL BOARD WAREHOUSE,02/26/2015,$22.11,$0.51,0.23,$5.09,$5.09,Successful,02/26/2015,,SBS-7292A,,,3635815235,$3000,$0.00,$17.02,Enterprise,0
1 Pallet of Paint,86927,SCHOOL BOARD WAREHOUSE,02/26/2015,$17.00,$0.39,0.23,$3.91,$3.91,Successful,02/27/2015,,SBS-7292B,,,3635994240,$3000,$0.00,$13.09,Enterprise,0
Ceiling Tiles,86928,SCHOOL BOARD WAREHOUSE,02/26/2015,$234.00,$0.00,0.23,$53.82,$53.82,Successful,02/26/2015,,SBS-7295,,,Cashiers Check,$3000,$0.00,$180.18,Enterprise,0
180 Waste Baskets,86929,SCHOOL BOARD WAREHOUSE,02/26/2015,$225.01,$5.18,0.23,$51.75,$51.75,Successful,02/26/2015,,SBS-7293A,,,3635816351,$3000,$0.00,$173.26,Enterprise,0
168 Waste Baskets,86930,SCHOOL BOARD WAREHOUSE,02/26/2015,$192.45,$4.43,0.23,$44.26,$44.26,Successful,02/26/2015,,SBS-7293B,,,3635817465,$3000,$0.00,$148.19,Enterprise,0
"Vacant Commercial Land - 1818 Jefferson St., Nashville, TN 37208",86264,PUBLIC PROPERTY,01/28/2015,$51700.00,$0.00,0.03,$1551.00,$1551.00,Successful,03/12/2015,,AP15021,,,Cashiers Check,$3000,$0.00,$50149.00,General Fund,0
"Vacant Land - 2141 W Richmond Hill Drive, Nashville, TN 37207",86401,PUBLIC PROPERTY,02/04/2015,$11091.00,$0.00,0.03,$332.73,$332.73,Successful,03/12/2015,,AP15022,,,Cashiers Check,$3000,$0.00,$10758.27,General Fund,0
Lights,86402,WATER SERVICES,01/29/2015,$62.00,$1.43,0.23,$14.26,$14.26,Successful,03/09/2015,,WS-90201A,,,3636589382,$3000,$0.00,$47.74,Enterprise,0
Lights,86403,WATER SERVICES,01/29/2015,$75.00,$1.72,0.23,$17.25,$17.25,Successful,03/09/2015,,WS-90201B,,,3636589387,$3000,$0.00,$57.75,Enterprise,0
10 Toner Cartridges,86420,JIS,01/29/2015,$49.00,$1.13,0.23,$11.27,$11.27,Successful,03/09/2015,,88947B,,,3636589389,$3000,$0.00,$37.73,General Fund,0
Carrel,86444,PUBLIC LIBRARY,02/02/2015,$2.00,$0.05,0.23,$0.46,$0.46,Successful,03/09/2015,,90488,,,3636589394,$3000,$0.00,$1.54,General Fund,0
21 Chairs,86480,PUBLIC LIBRARY,02/02/2015,$268.00,$6.16,0.23,$61.64,$61.64,Successful,03/09/2015,,"90535, 90546, 90570, 90571, 90572, 90573, 90574, 90575, 90576, 90577, 90578, 90579, 90580, 90581, 90582, 90583, 90584, 90585, 90586, 90587, 90588",,,3636589400,$3000,$0.00,$206.36,General Fund,0
Chair,86492,SURPLUS WAREHOUSE,02/03/2015,$1.00,$0.02,0.23,$0.23,$0.23,Successful,03/03/2015,,90176,,,3636226313,$3000,$0.00,$0.77,General Fund,0
Hatco Electric Booster Water Heater,86507,SCHOOL BOARD WAREHOUSE,02/03/2015,$106.73,$2.45,0.23,$24.55,$24.55,Successful,03/09/2015,,SBS-7195B,,,3636589403,$3000,$0.00,$82.18,Enterprise,0
Office Electronics,86556,STATE TRIAL COURT,02/04/2015,$71.00,$1.63,0.23,$16.33,$16.33,Successful,03/09/2015,,"87901, 87902, 87903, 87905, 87906, 87916, 87917, 87918, 87919, 87920, 87921, 87922, 87923, 87924, 87925, 87926, 87927, 87928",,,3636589410,$3000,$0.00,$54.67,General Fund,0
2 Benches,86589,PUBLIC LIBRARY,02/09/2015,$12.76,$0.29,0.23,$2.93,$2.93,Successful,03/14/2015,,"90437, 90439",,,3636982603,$3000,$0.00,$9.83,General Fund,0
Parts,86592,GENERAL SERVICES,02/09/2015,$101.99,$2.35,0.23,$23.46,$23.46,Successful,03/09/2015,,90644,,,3636589415,$3000,$0.00,$78.53,General Fund,0
Parts,86593,GENERAL SERVICES,02/09/2015,$81.99,$1.89,0.23,$18.86,$18.86,Successful,03/09/2015,,90643,,,3636589416,$3000,$0.00,$63.13,General Fund,0
Dell Laptop,86596,ITS,02/09/2015,$62.00,$1.43,0.23,$14.26,$14.26,Successful,03/10/2015,,80705,,,3636708489,$3000,$0.00,$47.74,General Fund,0
Dell Laptop,86599,ITS,02/09/2015,$70.02,$0.00,0.23,$16.10,$16.10,Successful,03/04/2015,,80699,,,Cashiers Check,$3000,$0.00,$53.92,General Fund,0
Dell Laptop,86600,SHERIFF,02/09/2015,$51.01,$0.00,0.23,$11.73,$11.73,Successful,03/04/2015,,82001,,,Cashiers Check,$3000,$0.00,$39.28,General Fund,0
Dell Laptop,86603,PARKS,02/09/2015,$55.77,$0.00,0.23,$12.83,$12.83,Successful,03/04/2015,,71694,,,Cashiers Check,$3000,$0.00,$42.94,General Fund,0
Horticulture Equipment,86604,DRUG TASK FORCE,02/09/2015,$510.00,$0.00,0.23,$117.30,$117.30,Successful,03/02/2015,,"TF-322-001, TF-322-032, TF-322-034, TF-322-035, TF-322-036, TF-322-037, TF-322-038, TF-322-039, TF-322-040, TF-322-041, TF-322-042, TF-322-043, TF-322-044, TF-322-045",,,Cashiers Check,$3000,$0.00,$392.70,Enterprise,0
